Short Window,Long Window,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio
10,50,0.5846870544450681,0.1348043346021566,-0.7223374044862927,0.20594819629063563
10,100,0.0021302184982483485,0.0004911391231094088,-0.8572051315003374,0.0007744901506664606
10,150,0.3522738272371335,0.08121958322393197,-0.7351214774078667,0.14302917641490728
20,50,0.6526193825143419,0.15046668288528287,-0.7838528675526694,0.2298812114338286
20,100,-0.41990956950120617,-0.09681355124821954,-0.8933337353760676,-0.15267489229069595
20,150,-0.13432770262146143,-0.030970339488205198,-0.7694360229657965,-0.054537442635936316
30,50,0.4937791659227867,0.11384478482391788,-0.7266610719088772,0.1739229067945225
30,100,-1.2377015432313079,-0.2853621124375934,-0.949271509483826,-0.4501760631484261
30,150,0.08453078262793878,0.019489256378994117,-0.651288581543816,0.03431962410675617
